OrderNumber,WarehouseCode,Order Date,Ship Date,Category,Sales Channel,CurrencyCode,_SalesTeamID,_CustomerID,_StoreID,_ProductID,Sales,Quantity,Discount,Profit
SO - 000310,WARE-NMK1003,01-12-2017,07-12-2017,Office Supplies,Online,USD,1,14,187,22,52.29,9,0,16.2099
SO - 000311,WARE-NBV1002,01-12-2017,07-12-2017,Office Supplies,Online,USD,18,50,84,46,91.99,1,0,3.6796
SO - 000312,WARE-UHY1004,09-02-2015,13-02-2015,Technology,Wholesale,USD,22,41,228,25,20.8,2,0.2,6.5
SO - 000313,WARE-NMK1003,02-01-2015,09-01-2015,Office Supplies,Online,USD,22,35,180,29,23.68,2,0.2,8.88
SO - 000314,WARE-UHY1004,02-01-2015,09-01-2015,Furniture,In-Store,USD,7,21,250,16,452.45,5,0.5,-244.323
SO - 000315,WARE-PUJ1005,02-01-2015,09-01-2015,Technology,Wholesale,USD,4,37,326,36,62.982,3,0.4,-14.6958
SO - 000316,WARE-NMK1003,02-01-2015,09-01-2015,Technology,Wholesale,USD,24,14,136,18,1188,9,0.7,-950.4
SO - 000317,WARE-NMK1003,02-01-2015,09-01-2015,Technology,Wholesale,USD,2,18,112,37,89.584,2,0.2,4.4792
SO - 000318,WARE-NMK1003,28-10-2016,01-11-2016,Office Supplies,Online,USD,3,22,108,43,93.06,6,0,26.0568
SO - 000319,WARE-XYS1001,28-10-2016,01-11-2016,Technology,Wholesale,USD,27,48,56,42,302.376,3,0.2,22.6782
SO - 000320,WARE-NMK1003,24-12-2015,27-12-2015,Office Supplies,Online,USD,23,7,195,25,5.584,2,0.2,1.8148
SO - 000321,WARE-NBV1002,24-12-2015,27-12-2015,Office Supplies,Online,USD,9,33,82,42,22.704,6,0.2,8.2302
SO - 000322,WARE-UHY1004,24-12-2015,27-12-2015,Office Supplies,Online,USD,5,18,215,14,19.776,4,0.7,-13.8432
SO - 000323,WARE-NMK1003,24-12-2015,27-12-2015,Furniture,In-Store,USD,9,6,134,47,72.704,4,0.2,19.0848
SO - 000324,WARE-PUJ1005,24-12-2015,27-12-2015,Technology,Wholesale,USD,26,10,322,35,479.988,4,0.7,-383.9904
SO - 000325,WARE-NMK1003,24-12-2015,27-12-2015,Office Supplies,Online,USD,15,4,176,42,27.168,2,0.2,2.7168
SO - 000326,WARE-NBV1002,09-08-2015,16-08-2015,Office Supplies,Online,USD,6,22,70,26,2.2,1,0,0.968
SO - 000327,WARE-UHY1004,09-08-2015,16-08-2015,Furniture,In-Store,USD,18,48,252,29,622.45,5,0,136.939
SO - 000328,WARE-PUJ1005,09-08-2015,16-08-2015,Office Supplies,Online,USD,4,28,275,45,21.98,1,0,0.2198
SO - 000329,WARE-UHY1004,28-02-2015,04-03-2015,Furniture,In-Store,USD,19,25,226,17,161.568,2,0.2,-28.2744
SO - 000330,WARE-PUJ1005,28-02-2015,04-03-2015,Furniture,In-Store,USD,20,49,288,6,389.696,8,0.2,43.8408
SO - 000331,WARE-NBV1002,13-09-2014,17-09-2014,Office Supplies,Online,USD,15,11,60,12,18.648,7,0.7,-12.432
SO - 000332,WARE-PUJ1005,07-04-2017,12-04-2017,Furniture,In-Store,USD,17,19,297,9,233.86,2,0.45,-102.048
SO - 000333,WARE-NBV1002,07-04-2017,12-04-2017,Furniture,In-Store,USD,3,20,75,23,620.6145,3,0.45,-248.2458
SO - 000334,WARE-MKL1006,07-04-2017,12-04-2017,Office Supplies,Online,USD,10,15,352,18,5.328,2,0.7,-3.552
SO - 000335,WARE-XYS1001,07-04-2017,12-04-2017,Furniture,In-Store,USD,8,26,25,30,258.072,3,0.2,0
SO - 000336,WARE-XYS1001,07-04-2017,12-04-2017,Technology,Wholesale,USD,16,7,23,36,617.976,3,0.2,-7.7247
SO - 000337,WARE-PUJ1005,12-11-2017,16-11-2017,Office Supplies,Online,USD,24,26,292,31,10.56,2,0,4.752
SO - 000338,WARE-NMK1003,04-06-2016,09-06-2016,Office Supplies,Online,USD,11,49,140,20,25.92,5,0.2,9.396
SO - 000339,WARE-NMK1003,04-06-2016,09-06-2016,Furniture,In-Store,USD,13,28,171,14,419.68,5,0.6,-356.728
SO - 000340,WARE-XYS1001,04-06-2016,09-06-2016,Furniture,In-Store,USD,11,46,44,38,11.688,3,0.6,-4.6752
SO - 000341,WARE-XYS1001,04-06-2016,09-06-2016,Technology,Wholesale,USD,18,33,43,40,31.984,2,0.2,11.1944
SO - 000342,WARE-NBV1002,04-06-2016,09-06-2016,Furniture,In-Store,USD,11,23,64,8,177.225,5,0.5,-120.513
SO - 000343,WARE-XYS1001,04-06-2016,09-06-2016,Furniture,In-Store,USD,21,35,18,10,4.044,3,0.6,-2.8308
SO - 000344,WARE-PUJ1005,04-06-2016,09-06-2016,Office Supplies,Online,USD,27,4,263,39,7.408,2,0.2,1.2038
SO - 000345,WARE-NMK1003,01-06-2014,06-06-2014,Furniture,In-Store,USD,20,38,196,36,2001.86,7,0,580.5394
SO - 000346,WARE-UHY1004,01-06-2014,06-06-2014,Office Supplies,Online,USD,1,36,206,35,166.72,2,0,41.68
SO - 000347,WARE-NBV1002,01-06-2014,06-06-2014,Office Supplies,Online,USD,8,25,80,43,47.88,6,0,23.94
SO - 000348,WARE-NMK1003,01-06-2014,06-06-2014,Office Supplies,Online,USD,4,8,172,38,1503.25,5,0,496.0725
SO - 000349,WARE-PUJ1005,01-06-2014,06-06-2014,Office Supplies,Online,USD,6,12,274,37,25.92,4,0,12.4416
SO - 000350,WARE-PUJ1005,10-12-2016,15-12-2016,Furniture,In-Store,USD,16,17,277,44,321.568,2,0.2,28.1372
SO - 000351,WARE-NMK1003,11-09-2016,17-09-2016,Office Supplies,Online,USD,21,40,147,34,7.61,1,0,3.5767
SO - 000352,WARE-MKL1006,11-09-2016,17-09-2016,Technology,Wholesale,USD,20,3,332,17,3347.37,13,0,636.0003
SO - 000353,WARE-PUJ1005,10-12-2016,13-12-2016,Office Supplies,Online,USD,19,26,274,23,80.58,6,0,22.5624
SO - 000354,WARE-XYS1001,10-12-2016,13-12-2016,Office Supplies,Online,USD,1,38,33,8,361.92,4,0,162.864
SO - 000355,WARE-UHY1004,28-11-2015,04-12-2015,Furniture,In-Store,USD,9,41,233,13,12.132,9,0.6,-8.4924
SO - 000356,WARE-PUJ1005,28-11-2015,04-12-2015,Office Supplies,Online,USD,12,17,262,5,82.368,2,0.2,-19.5624
SO - 000357,WARE-XYS1001,28-11-2015,04-12-2015,Office Supplies,Online,USD,18,49,6,9,53.92,5,0.2,4.044
SO - 000358,WARE-NMK1003,28-11-2015,04-12-2015,Technology,Wholesale,USD,2,41,159,23,647.904,6,0.2,56.6916
SO - 000359,WARE-NMK1003,01-12-2017,03-12-2017,Technology,Wholesale,USD,9,34,148,15,20.37,3,0,6.9258
SO - 000360,WARE-NMK1003,01-12-2017,03-12-2017,Office Supplies,Online,USD,7,46,102,22,221.55,3,0,6.6465
SO - 000361,WARE-MKL1006,01-12-2017,03-12-2017,Office Supplies,Online,USD,28,44,362,45,17.52,5,0.2,6.132
SO - 000362,WARE-PUJ1005,08-06-2017,12-06-2017,Office Supplies,Online,USD,25,21,295,40,1.624,2,0.8,-4.466
SO - 000363,WARE-UHY1004,19-09-2014,21-09-2014,Technology,Wholesale,USD,14,7,256,28,3059.982,3,0.4,-509.997
SO - 000364,WARE-NMK1003,19-09-2014,21-09-2014,Technology,Wholesale,USD,1,48,154,30,2519.958,7,0.4,-251.9958
SO - 000365,WARE-PUJ1005,06-06-2016,13-06-2016,Technology,Wholesale,USD,26,40,270,27,328.224,4,0.2,28.7196
SO - 000366,WARE-NMK1003,10-11-2015,15-11-2015,Technology,Wholesale,USD,13,35,102,40,79.9,2,0,35.156
SO - 000367,WARE-NMK1003,16-06-2017,20-06-2017,Office Supplies,Online,USD,9,21,131,15,14.016,3,0.2,4.7304
SO - 000368,WARE-NMK1003,22-01-2016,28-01-2016,Office Supplies,Online,USD,11,1,160,33,7.56,6,0,0.3024
SO - 000369,WARE-MKL1006,09-12-2017,13-12-2017,Office Supplies,Online,USD,15,9,347,5,37.208,1,0.2,-7.4416
SO - 000370,WARE-XYS1001,09-12-2017,13-12-2017,Office Supplies,Online,USD,24,9,45,18,57.576,3,0.2,21.591
SO - 000371,WARE-UHY1004,28-12-2017,02-01-2018,Office Supplies,Online,USD,21,26,238,22,725.84,4,0,210.4936
SO - 000372,WARE-NMK1003,30-07-2015,31-07-2015,Technology,Wholesale,USD,18,21,128,5,209.93,7,0,92.3692
SO - 000373,WARE-XYS1001,30-07-2015,31-07-2015,Furniture,In-Store,USD,19,6,39,21,5.28,3,0,2.3232
SO - 000374,WARE-NBV1002,30-07-2015,31-07-2015,Office Supplies,Online,USD,3,14,69,40,10.92,3,0.2,4.095
SO - 000375,WARE-XYS1001,16-09-2017,17-09-2017,Office Supplies,Online,USD,27,33,29,35,8.82,2,0,4.0572
SO - 000376,WARE-NMK1003,16-09-2017,17-09-2017,Office Supplies,Online,USD,4,43,159,20,5.98,1,0,1.5548
SO - 000377,WARE-MKL1006,13-10-2017,17-10-2017,Office Supplies,Online,USD,26,25,353,12,11.648,2,0.2,4.0768
SO - 000378,WARE-NMK1003,13-10-2017,17-10-2017,Office Supplies,Online,USD,4,10,199,20,18.176,4,0.2,5.9072
SO - 000379,WARE-NMK1003,13-10-2017,17-10-2017,Office Supplies,Online,USD,17,45,182,22,59.712,6,0.2,5.9712
SO - 000380,WARE-MKL1006,13-10-2017,17-10-2017,Office Supplies,Online,USD,1,19,358,13,24.84,3,0.2,8.694
SO - 000381,WARE-NBV1002,26-09-2015,28-09-2015,Office Supplies,Online,USD,23,17,80,47,2.08,5,0.8,-3.432
SO - 000382,WARE-NMK1003,26-09-2015,28-09-2015,Technology,Wholesale,USD,25,39,140,29,1114.4,7,0.2,376.11
SO - 000383,WARE-NMK1003,02-11-2015,06-11-2015,Furniture,In-Store,USD,6,11,146,41,1038.84,5,0.2,51.942
SO - 000384,WARE-NMK1003,26-09-2015,02-10-2015,Office Supplies,Online,USD,25,23,104,22,141.76,5,0.2,47.844
SO - 000385,WARE-NMK1003,26-09-2015,02-10-2015,Technology,Wholesale,USD,12,12,185,23,239.8,5,0.2,47.96
SO - 000386,WARE-XYS1001,26-09-2015,02-10-2015,Office Supplies,Online,USD,23,44,51,6,31.104,6,0.2,10.8864
SO - 000387,WARE-NMK1003,18-12-2016,20-12-2016,Office Supplies,Online,USD,21,31,190,29,254.058,7,0.7,-169.372
SO - 000388,WARE-MKL1006,18-12-2016,20-12-2016,Office Supplies,Online,USD,26,19,355,27,194.528,2,0.2,24.316
SO - 000389,WARE-UHY1004,18-12-2016,20-12-2016,Office Supplies,Online,USD,28,20,205,19,961.48,5,0.2,-204.3145
SO - 000390,WARE-MKL1006,20-11-2016,24-11-2016,Office Supplies,Online,USD,15,44,334,45,19.096,7,0.2,6.6836
SO - 000391,WARE-UHY1004,20-11-2016,24-11-2016,Office Supplies,Online,USD,13,30,242,28,18.496,8,0.2,6.2424
SO - 000392,WARE-NMK1003,20-11-2016,24-11-2016,Technology,Wholesale,USD,4,47,162,24,255.984,2,0.2,54.3966
SO - 000393,WARE-UHY1004,20-11-2016,24-11-2016,Furniture,In-Store,USD,4,26,255,12,86.97,3,0.5,-48.7032
SO - 000394,WARE-XYS1001,26-12-2014,28-12-2014,Furniture,In-Store,USD,26,17,24,32,300.416,8,0.2,78.8592
SO - 000395,WARE-PUJ1005,26-12-2014,28-12-2014,Furniture,In-Store,USD,8,44,278,41,230.352,3,0.2,20.1558
SO - 000396,WARE-UHY1004,26-12-2014,28-12-2014,Furniture,In-Store,USD,5,13,258,27,218.352,3,0.2,-24.5646
SO - 000397,WARE-NMK1003,26-12-2014,28-12-2014,Office Supplies,Online,USD,27,13,183,23,78.6,5,0.7,-62.88
SO - 000398,WARE-XYS1001,26-12-2014,28-12-2014,Office Supplies,Online,USD,3,9,58,1,27.552,3,0.2,9.2988
SO - 000399,WARE-NBV1002,28-10-2016,03-11-2016,Office Supplies,Online,USD,26,18,83,3,32.4,5,0,15.552
SO - 000400,WARE-NMK1003,28-10-2016,03-11-2016,Office Supplies,Online,USD,23,1,120,29,1082.48,8,0,10.8248
SO - 000401,WARE-PUJ1005,28-10-2016,03-11-2016,Office Supplies,Online,USD,18,38,288,40,56.91,3,0,27.3168
SO - 000402,WARE-XYS1001,28-10-2016,03-11-2016,Furniture,In-Store,USD,5,43,19,35,77.6,4,0,38.024
SO - 000403,WARE-NMK1003,28-10-2016,03-11-2016,Office Supplies,Online,USD,16,14,191,33,14.28,1,0,6.5688
SO - 000404,WARE-PUJ1005,19-11-2017,23-11-2017,Furniture,In-Store,USD,12,36,278,23,219.075,3,0.5,-131.445
SO - 000405,WARE-PUJ1005,04-05-2015,09-05-2015,Furniture,In-Store,USD,6,21,294,4,26.8,2,0,12.864
SO - 000406,WARE-NMK1003,30-12-2014,04-01-2015,Office Supplies,Online,USD,18,41,120,32,9.84,3,0,2.8536
SO - 000407,WARE-MKL1006,01-06-2014,06-06-2014,Office Supplies,Online,USD,28,38,357,7,45.48,3,0,20.9208
SO - 000408,WARE-PUJ1005,01-06-2014,06-06-2014,Office Supplies,Online,USD,27,22,296,35,289.2,6,0,83.868
SO - 000409,WARE-UHY1004,15-04-2017,17-04-2017,Office Supplies,Online,USD,14,4,248,39,4.89,1,0,2.0049
SO - 000410,WARE-MKL1006,12-09-2016,14-09-2016,Furniture,In-Store,USD,15,21,333,2,15.136,4,0.2,3.5948
SO - 000411,WARE-PUJ1005,12-09-2016,14-09-2016,Furniture,In-Store,USD,13,17,322,22,466.768,2,0.2,52.5114
SO - 000412,WARE-NMK1003,12-09-2016,14-09-2016,Furniture,In-Store,USD,19,36,153,31,15.232,1,0.2,1.7136
SO - 000413,WARE-XYS1001,12-09-2016,14-09-2016,Office Supplies,Online,USD,12,16,46,32,6.264,3,0.2,2.0358
SO - 000414,WARE-MKL1006,27-09-2014,03-10-2014,Furniture,In-Store,USD,15,40,351,4,87.54,3,0,37.6422
SO - 000415,WARE-PUJ1005,09-08-2014,16-08-2014,Technology,Wholesale,USD,3,8,293,40,178.384,2,0.2,22.298
SO - 000416,WARE-UHY1004,09-08-2014,16-08-2014,Office Supplies,Online,USD,28,30,256,13,15.552,3,0.2,5.4432
SO - 000417,WARE-NMK1003,28-12-2014,30-12-2014,Office Supplies,Online,USD,18,48,148,31,99.136,4,0.2,8.6744
SO - 000418,WARE-XYS1001,04-11-2014,09-11-2014,Furniture,In-Store,USD,13,13,6,38,135.882,1,0.1,24.1568
SO - 000419,WARE-NBV1002,04-11-2014,09-11-2014,Technology,Wholesale,USD,23,47,62,1,3991.98,2,0,1995.99
SO - 000420,WARE-NBV1002,04-11-2014,09-11-2014,Technology,Wholesale,USD,16,6,61,3,275.94,6,0,80.0226
SO - 000421,WARE-NMK1003,04-11-2014,09-11-2014,Technology,Wholesale,USD,3,50,188,37,360,4,0,129.6
SO - 000422,WARE-NMK1003,04-11-2014,09-11-2014,Office Supplies,Online,USD,28,32,150,7,43.57,1,0,13.071
SO - 000423,WARE-XYS1001,19-09-2014,24-09-2014,Office Supplies,Online,USD,25,30,39,46,7.16,2,0,3.58
SO - 000424,WARE-NMK1003,23-04-2016,27-04-2016,Office Supplies,Online,USD,15,46,102,22,251.52,6,0.2,81.744
SO - 000425,WARE-UHY1004,23-04-2016,27-04-2016,Technology,Wholesale,USD,3,29,236,3,99.99,1,0,34.9965
SO - 000426,WARE-PUJ1005,03-11-2017,05-11-2017,Furniture,In-Store,USD,17,13,312,12,15.992,1,0.2,0.9995
SO - 000427,WARE-NMK1003,30-08-2016,01-09-2016,Technology,Wholesale,USD,7,44,183,6,290.898,3,0.4,-67.8762
SO - 000428,WARE-NBV1002,30-08-2016,01-09-2016,Office Supplies,Online,USD,3,4,69,41,54.224,2,0.2,3.389
SO - 000429,WARE-MKL1006,30-08-2016,01-09-2016,Furniture,In-Store,USD,21,22,330,24,786.744,4,0.3,-258.5016
SO - 000430,WARE-NMK1003,30-08-2016,01-09-2016,Office Supplies,Online,USD,22,38,137,3,100.24,10,0.2,33.831
SO - 000431,WARE-NMK1003,30-08-2016,01-09-2016,Office Supplies,Online,USD,23,13,119,21,37.764,6,0.7,-27.6936
SO - 000432,WARE-PUJ1005,25-04-2016,29-04-2016,Technology,Wholesale,USD,15,19,283,43,82.8,2,0.4,-20.7
SO - 000433,WARE-NBV1002,25-04-2016,29-04-2016,Office Supplies,Online,USD,7,20,81,30,20.724,2,0.7,-13.816
SO - 000434,WARE-NMK1003,25-04-2016,29-04-2016,Office Supplies,Online,USD,10,27,165,7,4.896,3,0.7,-3.4272
SO - 000435,WARE-NBV1002,01-09-2015,04-09-2015,Office Supplies,Online,USD,7,14,87,2,4.752,1,0.2,1.6038
SO - 000436,WARE-PUJ1005,01-09-2015,04-09-2015,Technology,Wholesale,USD,28,30,323,39,959.984,2,0.2,335.9944
SO - 000437,WARE-UHY1004,01-09-2015,04-09-2015,Office Supplies,Online,USD,21,11,225,2,14.368,4,0.2,4.49
SO - 000438,WARE-NMK1003,12-07-2014,17-07-2014,Office Supplies,Online,USD,11,4,138,37,7.712,2,0.2,2.7956
SO - 000439,WARE-NMK1003,12-07-2014,17-07-2014,Furniture,In-Store,USD,20,45,143,43,698.352,3,0.2,-17.4588
SO - 000440,WARE-PUJ1005,22-06-2015,26-06-2015,Office Supplies,Online,USD,2,6,316,9,4.96,4,0,2.3312
SO - 000441,WARE-UHY1004,13-04-2014,17-04-2014,Office Supplies,Online,USD,11,33,216,14,17.856,4,0.2,1.116
SO - 000442,WARE-MKL1006,13-04-2014,17-04-2014,Office Supplies,Online,USD,2,46,342,12,509.97,10,0.7,-407.976
SO - 000443,WARE-NMK1003,13-04-2014,17-04-2014,Office Supplies,Online,USD,2,12,190,45,30.992,13,0.2,10.0724
SO - 000444,WARE-NMK1003,13-04-2014,17-04-2014,Technology,Wholesale,USD,6,48,122,40,71.928,12,0.4,8.3916
SO - 000445,WARE-PUJ1005,20-12-2015,24-12-2015,Office Supplies,Online,USD,16,43,319,6,88.8,4,0.2,-2.22
SO - 000446,WARE-NMK1003,15-06-2017,19-06-2017,Technology,Wholesale,USD,22,23,96,24,47.976,3,0.2,4.7976
SO - 000447,WARE-NMK1003,08-07-2017,12-07-2017,Office Supplies,Online,USD,7,25,96,11,7.56,3,0,3.0996
SO - 000448,WARE-NBV1002,08-07-2017,12-07-2017,Office Supplies,Online,USD,20,39,66,9,24.56,2,0,11.5432
SO - 000449,WARE-NMK1003,08-07-2017,12-07-2017,Office Supplies,Online,USD,11,42,128,37,12.96,2,0,4.1472
SO - 000450,WARE-XYS1001,01-09-2016,03-09-2016,Technology,Wholesale,USD,24,20,1,41,6.79,1,0,2.3086
SO - 000451,WARE-PUJ1005,01-09-2016,03-09-2016,Office Supplies,Online,USD,26,10,273,25,24.56,2,0,11.5432
SO - 000452,WARE-PUJ1005,01-09-2016,03-09-2016,Office Supplies,Online,USD,16,17,309,24,3.048,1,0.2,1.0668
SO - 000453,WARE-NMK1003,01-09-2016,03-09-2016,Office Supplies,Online,USD,13,21,103,30,49.12,4,0,23.0864
SO - 000454,WARE-UHY1004,01-09-2016,03-09-2016,Office Supplies,Online,USD,24,8,258,10,4355.168,4,0.2,1415.4296
SO - 000455,WARE-NMK1003,08-04-2016,13-04-2016,Furniture,In-Store,USD,10,31,149,47,388.704,6,0.2,-4.8588
SO - 000456,WARE-PUJ1005,08-04-2016,13-04-2016,Office Supplies,Online,USD,1,5,298,35,8.26,2,0,3.7996
SO - 000457,WARE-PUJ1005,08-04-2016,13-04-2016,Office Supplies,Online,USD,27,11,273,7,17.04,4,0,6.9864
SO - 000458,WARE-NMK1003,08-04-2016,13-04-2016,Office Supplies,Online,USD,26,35,161,12,34.4,5,0,15.824
SO - 000459,WARE-XYS1001,23-04-2016,28-04-2016,Office Supplies,Online,USD,17,26,29,16,36.24,5,0.2,11.325
SO - 000460,WARE-NMK1003,08-03-2017,11-03-2017,Office Supplies,Online,USD,1,10,151,22,647.84,8,0,168.4384
SO - 000461,WARE-NMK1003,08-03-2017,11-03-2017,Office Supplies,Online,USD,24,50,125,45,20.7,2,0,9.936
SO - 000462,WARE-PUJ1005,25-09-2017,01-10-2017,Office Supplies,Online,USD,22,24,261,7,20.7,2,0,9.936
SO - 000463,WARE-NMK1003,25-09-2017,01-10-2017,Furniture,In-Store,USD,24,1,115,45,488.646,3,0.1,86.8704
SO - 000464,WARE-PUJ1005,25-09-2017,01-10-2017,Office Supplies,Online,USD,4,22,294,1,5.56,2,0,1.4456
SO - 000465,WARE-XYS1001,25-09-2017,01-10-2017,Furniture,In-Store,USD,10,15,56,14,47.12,8,0,20.7328
SO - 000466,WARE-UHY1004,24-09-2014,29-09-2014,Office Supplies,Online,USD,6,38,218,13,211.96,4,0,8.4784
SO - 000467,WARE-MKL1006,21-10-2016,21-10-2016,Office Supplies,Online,USD,2,45,351,23,23.2,4,0,10.44
SO - 000468,WARE-NMK1003,21-10-2016,21-10-2016,Office Supplies,Online,USD,13,42,90,3,7.36,2,0,0.1472
SO - 000469,WARE-MKL1006,21-10-2016,21-10-2016,Office Supplies,Online,USD,23,9,345,28,104.79,7,0,29.3412
SO - 000470,WARE-XYS1001,21-10-2016,21-10-2016,Furniture,In-Store,USD,20,6,42,16,1043.92,4,0,271.4192
SO - 000471,WARE-MKL1006,29-05-2017,04-06-2017,Office Supplies,Online,USD,25,1,362,27,25.92,5,0.2,9.396
SO - 000472,WARE-UHY1004,29-05-2017,04-06-2017,Office Supplies,Online,USD,4,8,233,7,53.424,3,0.2,4.6746
SO - 000473,WARE-UHY1004,23-07-2014,27-07-2014,Office Supplies,Online,USD,20,19,220,21,8.16,5,0.7,-5.712
SO - 000474,WARE-MKL1006,23-07-2014,27-07-2014,Technology,Wholesale,USD,18,10,332,34,1023.936,8,0.2,179.1888
SO - 000475,WARE-UHY1004,23-07-2014,27-07-2014,Office Supplies,Online,USD,21,49,211,44,9.24,1,0.2,0.924
SO - 000476,WARE-NMK1003,23-07-2014,27-07-2014,Technology,Wholesale,USD,24,44,90,38,479.04,10,0.2,-29.94
SO - 000477,WARE-PUJ1005,28-09-2016,01-10-2016,Office Supplies,Online,USD,21,30,316,30,99.136,4,0.2,30.98
SO - 000478,WARE-XYS1001,27-08-2017,01-09-2017,Furniture,In-Store,USD,5,37,28,2,1488.424,7,0.3,-297.6848
SO - 000479,WARE-NMK1003,28-04-2015,05-05-2015,Office Supplies,Online,USD,10,8,162,25,8.652,3,0.8,-20.3322
SO - 000480,WARE-PUJ1005,28-04-2015,05-05-2015,Office Supplies,Online,USD,18,13,279,29,23.832,3,0.2,2.6811
SO - 000481,WARE-NMK1003,28-04-2015,05-05-2015,Office Supplies,Online,USD,18,2,91,30,12.176,4,0.8,-18.8728
SO - 000482,WARE-NMK1003,28-10-2016,29-10-2016,Office Supplies,Online,USD,25,42,139,45,50.96,7,0,25.48
SO - 000483,WARE-NMK1003,28-10-2016,29-10-2016,Office Supplies,Online,USD,7,40,146,8,49.536,3,0.2,17.3376
SO - 000484,WARE-NMK1003,26-06-2015,29-06-2015,Technology,Wholesale,USD,1,40,194,36,41.9,2,0,8.799
SO - 000485,WARE-NMK1003,27-11-2015,02-12-2015,Furniture,In-Store,USD,18,17,100,10,375.4575,3,0.45,-157.0095
SO - 000486,WARE-UHY1004,27-11-2015,02-12-2015,Technology,Wholesale,USD,15,23,214,14,83.976,3,0.2,-1.0497
SO - 000487,WARE-NBV1002,03-12-2015,07-12-2015,Technology,Wholesale,USD,18,28,77,10,482.34,4,0.7,-337.638
SO - 000488,WARE-XYS1001,03-12-2015,07-12-2015,Furniture,In-Store,USD,9,41,29,35,2.96,1,0.2,0.777
SO - 000489,WARE-MKL1006,24-11-2014,26-11-2014,Office Supplies,Online,USD,21,29,329,13,2.624,1,0.2,0.4264
SO - 000490,WARE-XYS1001,11-12-2017,15-12-2017,Office Supplies,Online,USD,22,11,41,16,23.36,4,0.2,7.884
SO - 000491,WARE-UHY1004,11-12-2017,15-12-2017,Technology,Wholesale,USD,19,11,240,28,39.98,2,0,13.5932
SO - 000492,WARE-MKL1006,21-09-2014,23-09-2014,Technology,Wholesale,USD,4,19,331,11,246.384,2,0.2,27.7182
SO - 000493,WARE-NBV1002,21-09-2014,23-09-2014,Technology,Wholesale,USD,21,29,85,4,1799.97,3,0,701.9883
SO - 000494,WARE-MKL1006,07-06-2014,10-06-2014,Office Supplies,Online,USD,17,18,349,20,12.462,3,0.8,-20.5623
SO - 000495,WARE-PUJ1005,30-06-2017,05-07-2017,Office Supplies,Online,USD,22,27,311,8,75.792,3,0.2,25.5798
SO - 000496,WARE-NMK1003,17-10-2017,19-10-2017,Office Supplies,Online,USD,9,22,162,16,49.96,2,0,9.4924
SO - 000497,WARE-NMK1003,17-10-2017,19-10-2017,Office Supplies,Online,USD,28,29,181,27,12.96,2,0,6.2208
SO - 000498,WARE-PUJ1005,31-10-2015,04-11-2015,Office Supplies,Online,USD,19,3,283,36,70.12,4,0,21.036
SO - 000499,WARE-PUJ1005,08-09-2016,10-09-2016,Office Supplies,Online,USD,7,28,307,4,35.952,3,0.2,3.5952
SO - 000500,WARE-NMK1003,08-09-2016,10-09-2016,Furniture,In-Store,USD,27,11,141,4,2396.2656,4,0.32,-317.1528
SO - 000501,WARE-NBV1002,08-09-2016,10-09-2016,Office Supplies,Online,USD,28,49,72,2,131.136,4,0.2,-32.784
SO - 000502,WARE-NMK1003,08-09-2016,10-09-2016,Technology,Wholesale,USD,2,47,120,23,57.584,2,0.2,0.7198
SO - 000503,WARE-NMK1003,24-12-2014,26-12-2014,Office Supplies,Online,USD,7,50,152,32,9.568,2,0.2,3.4684
SO - 000504,WARE-XYS1001,16-04-2014,20-04-2014,Office Supplies,Online,USD,22,42,57,3,39.072,6,0.2,9.768
SO - 000505,WARE-UHY1004,24-12-2017,29-12-2017,Office Supplies,Online,USD,12,21,228,1,35.91,3,0,9.6957
SO - 000506,WARE-XYS1001,08-12-2017,12-12-2017,Technology,Wholesale,USD,6,41,37,4,179.95,5,0,37.7895
SO - 000507,WARE-NBV1002,08-12-2017,12-12-2017,Technology,Wholesale,USD,22,50,76,21,1199.976,3,0.2,434.9913
SO - 000508,WARE-UHY1004,08-12-2017,12-12-2017,Office Supplies,Online,USD,19,13,255,18,27.15,5,0,13.3035
SO - 000509,WARE-NMK1003,08-12-2017,12-12-2017,Furniture,In-Store,USD,15,9,186,22,1004.024,7,0.2,-112.9527
SO - 000510,WARE-NBV1002,08-12-2017,12-12-2017,Office Supplies,Online,USD,1,35,68,40,9.68,1,0,4.6464
SO - 000511,WARE-MKL1006,08-12-2017,12-12-2017,Office Supplies,Online,USD,8,1,364,13,28.35,9,0,13.608
SO - 000512,WARE-NMK1003,08-12-2017,12-12-2017,Office Supplies,Online,USD,13,17,174,44,55.98,1,0,27.4302
SO - 000513,WARE-XYS1001,08-12-2017,12-12-2017,Furniture,In-Store,USD,13,35,2,1,1336.829,13,0.15,31.4548
SO - 000514,WARE-NMK1003,08-12-2017,12-12-2017,Furniture,In-Store,USD,15,6,157,35,113.568,2,0.2,-18.4548
SO - 000515,WARE-NMK1003,03-11-2017,07-11-2017,Office Supplies,Online,USD,3,6,106,46,139.86,7,0,65.7342
SO - 000516,WARE-PUJ1005,03-11-2017,07-11-2017,Furniture,In-Store,USD,4,15,277,37,307.136,4,0.2,26.8744
SO - 000517,WARE-PUJ1005,24-06-2017,28-06-2017,Office Supplies,Online,USD,5,20,328,39,95.92,8,0,25.8984
SO - 000518,WARE-PUJ1005,14-04-2016,18-04-2016,Furniture,In-Store,USD,12,28,302,27,383.8,5,0.2,38.38
